code,country_en,country_cn,year,JR,entry_exit,capvol,mafdi,cwtfp,tfp_gr,lp_gr,bp_disp,scc,hitech,PMR,EPL,INSOLV,FDI,EFW,gdp_pc
KOR,South Korea,韩国,2020,27.15,14.04,4.28,3.59,0.6236,-1.82,0.32,0.536,0.777,0.2445,1.48,2.41,0.688,0.86,7.54,31492.0
KOR,South Korea,韩国,2021,20.3,9.57,4.29,4.24,0.6426,1.41,3.32,0.551,0.725,0.247,1.46,2.4,0.696,0.87,7.55,33430.0
KOR,South Korea,韩国,2022,22.45,10.62,3.56,3.66,0.6489,1.37,1.99,0.5338,0.928,0.2659,1.44,2.4,0.704,0.88,7.56,34226.0
KOR,South Korea,韩国,2023,22.6,11.86,3.66,4.63,0.6552,1.47,2.83,0.5296,0.916,0.2631,1.42,2.39,0.712,0.89,7.57,35022.0
MEX,Mexico,墨西哥,2000,19.05,9.72,5.32,2.28,0.5739,-0.1,0.18,0.7561,0.205,0.0777,1.95,2.62,0.455,0.396,7.14,5222.0
MEX,Mexico,墨西哥,2001,19.1,10.0,5.4,3.3,0.5745,-0.02,0.45,0.7387,0.152,0.0828,1.94,2.62,0.46,0.402,7.14,5470.0
MEX,Mexico,墨西哥,2002,19.15,9.96,5.52,2.32,0.5751,-0.04,0.24,0.7764,0.235,0.0777,1.94,2.62,0.465,0.408,7.14,5719.0
MEX,Mexico,墨西哥,2003,19.2,9.9,6.48,2.17,0.5756,0.07,0.66,0.758,-0.037,0.0909,1.93,2.62,0.47,0.414,7.13,5968.0
MEX,Mexico,墨西哥,2004,19.25,9.25,5.04,2.98,0.5762,0.26,0.5,0.7569,0.133,0.0635,1.92,2.62,0.475,0.42,7.12,6216.0
MEX,Mexico,墨西哥,2005,19.3,9.63,5.74,3.25,0.5768,0.33,0.56,0.7268,0.272,0.0762,1.91,2.62,0.48,0.426,7.12,6465.0
MEX,Mexico,墨西哥,2006,19.35,10.57,6.01,3.69,0.5774,0.03,0.41,0.7161,0.161,0.0796,1.9,2.62,0.485,0.432,7.12,6714.0
MEX,Mexico,墨西哥,2007,19.4,9.33,5.08,2.99,0.578,0.36,0.33,0.7704,0.371,0.0806,1.9,2.62,0.49,0.438,7.11,6962.0
MEX,Mexico,墨西哥,2008,19.45,8.87,5.26,3.33,0.5786,0.06,-0.08,0.7761,0.235,0.1033,1.89,2.62,0.495,0.444,7.1,7211.0
MEX,Mexico,墨西哥,2009,19.5,9.64,6.06,2.45,0.5791,0.26,0.4,0.7314,0.243,0.0826,1.88,2.62,0.5,0.45,7.1,7460.0
MEX,Mexico,墨西哥,2010,19.55,8.95,5.28,3.91,0.5797,0.09,0.13,0.7244,0.236,0.068,1.87,2.62,0.505,0.456,7.1,7708.0
MEX,Mexico,墨西哥,2011,19.6,10.24,6.07,2.48,0.5803,0.26,0.38,0.7234,0.203,0.0666,1.86,2.62,0.51,0.462,7.09,7957.0
MEX,Mexico,墨西哥,2012,19.65,10.68,6.04,3.26,0.5809,0.26,0.6,0.732,0.322,0.076,1.86,2.62,0.515,0.468,7.08,8205.0
MEX,Mexico,墨西哥,2013,19.7,10.17,6.31,3.76,0.5815,0.01,0.2,0.726,0.195,0.0908,1.85,2.62,0.52,0.474,7.08,8454.0
MEX,Mexico,墨西哥,2014,19.75,10.36,5.38,3.56,0.5821,0.14,0.08,0.699,0.16,0.1009,1.84,2.62,0.525,0.48,7.08,8703.0
MEX,Mexico,墨西哥,2015,19.8,9.55,5.51,2.68,0.5827,0.04,0.75,0.6888,0.276,0.0691,1.83,2.62,0.53,0.486,7.07,8951.0
MEX,Mexico,墨西哥,2016,19.85,10.36,5.21,2.55,0.5832,0.36,0.3,0.7104,0.299,0.0922,1.82,2.62,0.535,0.492,7.06,9200.0
MEX,Mexico,墨西哥,2017,19.9,9.92,5.6,2.89,0.5838,0.05,0.15,0.719,0.385,0.0789,1.82,2.62,0.54,0.498,7.06,9449.0
MEX,Mexico,墨西哥,2018,19.95,10.12,5.3,2.63,0.5844,-0.08,0.54,0.6855,0.133,0.1024,1.81,2.62,0.545,0.504,7.06,9697.0
MEX,Mexico,墨西哥,2019,20.0,10.06,6.1,2.54,0.585,-0.13,0.55,0.7022,0.31,0.0876,1.8,2.62,0.55,0.51,7.05,9946.0
MEX,Mexico,墨西哥,2020,25.05,11.89,5.5,3.09,0.5739,-2.86,-1.51,0.7096,0.226,0.0898,1.79,2.62,0.555,0.516,7.04,9838.0
MEX,Mexico,墨西哥,2021,18.1,8.24,6.25,2.42,0.5862,0.1,1.32,0.7099,0.222,0.0876,1.78,2.62,0.56,0.522,7.04,10443.0
MEX,Mexico,墨西哥,2022,20.15,10.61,4.89,2.24,0.5868,0.08,0.28,0.7086,0.321,0.0921,1.78,2.62,0.565,0.528,7.04,10692.0
MEX,Mexico,墨西哥,2023,20.2,9.14,6.58,2.81,0.5873,0.36,0.43,0.7051,0.347,0.0968,1.77,2.62,0.57,0.534,7.03,10941.0
RUS,Russia,俄罗斯,2000,17.95,9.39,6.7,2.39,0.516,0.65,1.11,0.7965,-0.032,0.1012,2.11,1.9,0.455,0.473,6.01,6036.0
RUS,Russia,俄罗斯,2001,17.9,7.72,7.12,2.03,0.5165,0.52,1.12,0.7956,0.041,0.0961,2.12,1.9,0.46,0.476,5.98,6323.0
RUS,Russia,俄罗斯,2002,17.85,8.74,7.53,3.24,0.5171,0.31,1.0,0.7756,0.197,0.1019,2.13,1.9,0.465,0.479,5.95,6611.0
RUS,Russia,俄罗斯,2003,17.8,8.81,7.31,2.87,0.5176,0.27,1.08,0.7982,0.119,0.0914,2.14,1.9,0.47,0.482,5.92,6898.0
RUS,Russia,俄罗斯,2004,17.75,8.42,7.05,1.94,0.5181,0.34,1.19,0.7542,0.058,0.1011,2.15,1.9,0.475,0.485,5.89,7186.0
RUS,Russia,俄罗斯,2005,17.7,9.35,7.9,2.64,0.5186,0.53,0.79,0.762,0.113,0.0913,2.16,1.9,0.48,0.488,5.86,7473.0
RUS,Russia,俄罗斯,2006,17.65,8.83,6.92,2.16,0.5192,0.31,0.92,0.7188,0.206,0.0952,2.17,1.9,0.485,0.491,5.83,7760.0
RUS,Russia,俄罗斯,2007,17.6,8.98,6.22,1.51,0.5197,0.5,0.99,0.7489,0.048,0.1031,2.18,1.9,0.49,0.494,5.8,8048.0
RUS,Russia,俄罗斯,2008,17.55,8.0,6.99,1.7,0.5202,0.52,1.06,0.7366,0.1,0.1023,2.19,1.9,0.495,0.497,5.77,8335.0
RUS,Russia,俄罗斯,2009,17.5,7.85,7.0,2.01,0.5207,0.27,1.24,0.724,0.073,0.0973,2.2,1.9,0.5,0.5,5.74,8623.0
RUS,Russia,俄罗斯,2010,17.45,8.03,6.23,1.94,0.5213,0.63,1.35,0.7536,0.126,0.1091,2.21,1.9,0.505,0.503,5.71,8910.0
RUS,Russia,俄罗斯,2011,17.4,9.09,7.01,2.28,0.5218,0.05,0.94,0.7237,0.171,0.1029,2.22,1.9,0.51,0.506,5.68,9198.0
RUS,Russia,俄罗斯,2012,17.35,8.33,6.49,2.75,0.5223,0.2,1.23,0.761,0.025,0.0981,2.23,1.9,0.515,0.509,5.65,9485.0
RUS,Russia,俄罗斯,2013,17.3,9.01,6.76,1.89,0.5228,0.47,1.07,0.7614,0.139,0.1094,2.24,1.9,0.52,0.512,5.62,9772.0
RUS,Russia,俄罗斯,2014,17.25,8.56,7.12,1.83,0.5234,-0.11,1.01,0.7689,-0.022,0.1005,2.25,1.9,0.525,0.515,5.59,10060.0
RUS,Russia,俄罗斯,2015,17.2,9.07,6.68,2.68,0.5239,0.34,1.47,0.7619,0.398,0.11,2.26,1.9,0.53,0.518,5.56,10347.0
RUS,Russia,俄罗斯,2016,17.15,8.45,6.46,2.04,0.5244,0.38,1.04,0.7784,0.226,0.1111,2.27,1.9,0.535,0.521,5.53,10635.0
RUS,Russia,俄罗斯,2017,17.1,8.56,7.11,2.03,0.5249,0.32,1.18,0.7195,0.262,0.1073,2.28,1.9,0.54,0.524,5.5,10922.0
RUS,Russia,俄罗斯,2018,17.05,7.62,6.98,2.37,0.5255,0.4,1.16,0.7142,0.183,0.1083,2.29,1.9,0.545,0.527,5.47,11210.0
RUS,Russia,俄罗斯,2019,17.0,8.86,6.82,2.43,0.526,0.42,1.26,0.6989,0.253,0.1078,2.3,1.9,0.55,0.53,5.44,11497.0
RUS,Russia,俄罗斯,2020,21.95,10.63,7.41,1.94,0.516,-2.82,-0.73,0.7124,0.128,0.1131,2.31,1.9,0.555,0.533,5.41,11372.0
RUS,Russia,俄罗斯,2021,14.9,7.89,7.41,2.51,0.5271,0.14,2.15,0.7125,0.257,0.1084,2.32,1.9,0.56,0.536,5.38,12072.0
RUS,Russia,俄罗斯,2022,16.85,8.94,7.35,1.98,0.5276,0.34,0.87,0.6875,0.288,0.1199,2.33,1.9,0.565,0.539,5.35,12359.0
RUS,Russia,俄罗斯,2023,16.8,7.97,6.22,1.57,0.5281,0.24,1.12,0.6463,0.424,0.1109,2.34,1.9,0.57,0.542,5.32,12647.0
SAU,Saudi Arabia,沙特,2000,14.05,7.1,4.53,1.72,0.7355,0.39,1.27,0.6951,0.265,0.0386,2.29,3.0,0.385,0.268,6.22,12148.0
SAU,Saudi Arabia,沙特,2001,14.1,6.18,5.0,1.31,0.7379,0.36,0.89,0.7267,0.076,0.0372,2.28,2.99,0.39,0.276,6.23,12727.0
SAU,Saudi Arabia,沙特,2002,14.15,7.05,5.17,2.25,0.7402,0.67,0.62,0.7189,0.251,0.0402,2.27,2.98,0.395,0.284,6.24,13305.0
SAU,Saudi Arabia,沙特,2003,14.2,6.66,4.52,1.59,0.7426,0.61,1.09,0.6997,0.227,0.0369,2.26,2.98,0.4,0.292,6.26,13884.0
SAU,Saudi Arabia,沙特,2004,14.25,6.66,5.58,1.8,0.7449,0.62,1.04,0.6744,0.193,0.0469,2.25,2.98,0.405,0.3,6.28,14462.0
SAU,Saudi Arabia,沙特,2005,14.3,6.54,4.55,2.51,0.7472,0.71,0.68,0.7,0.086,0.0446,2.24,2.97,0.41,0.308,6.29,15041.0
SAU,Saudi Arabia,沙特,2006,14.35,6.35,4.73,1.42,0.7496,0.58,1.24,0.7093,0.289,0.0462,2.23,2.96,0.415,0.316,6.3,15620.0
SAU,Saudi Arabia,沙特,2007,14.4,7.65,5.29,2.26,0.7519,0.75,1.03,0.7054,0.123,0.0346,2.22,2.96,0.42,0.324,6.32,16198.0
SAU,Saudi Arabia,沙特,2008,14.45,7.21,5.39,2.63,0.7543,0.44,0.97,0.6769,0.22,0.0565,2.21,2.96,0.425,0.332,6.34,16776.0
SAU,Saudi Arabia,沙特,2009,14.5,6.82,4.1,3.07,0.7566,0.66,0.93,0.709,0.176,0.051,2.2,2.95,0.43,0.34,6.35,17355.0
SAU,Saudi Arabia,沙特,2010,14.55,7.15,5.1,1.98,0.7589,0.23,1.08,0.697,0.241,0.0474,2.19,2.94,0.435,0.348,6.36,17934.0
SAU,Saudi Arabia,沙特,2011,14.6,7.65,5.08,3.58,0.7613,0.55,0.96,0.6881,0.131,0.0534,2.18,2.94,0.44,0.356,6.38,18512.0
SAU,Saudi Arabia,沙特,2012,14.65,7.4,4.86,2.64,0.7636,0.39,0.88,0.6965,0.451,0.0313,2.17,2.94,0.445,0.364,6.4,19090.0
SAU,Saudi Arabia,沙特,2013,14.7,6.6,5.13,1.68,0.766,0.59,1.1,0.6667,0.344,0.0476,2.16,2.93,0.45,0.372,6.41,19669.0
SAU,Saudi Arabia,沙特,2014,14.75,7.5,5.05,1.61,0.7683,0.38,0.95,0.6665,0.175,0.0676,2.15,2.92,0.455,0.38,6.42,20248.0
SAU,Saudi Arabia,沙特,2015,14.8,6.74,4.97,2.34,0.7706,0.53,1.02,0.6756,0.272,0.0505,2.14,2.92,0.46,0.388,6.44,20826.0
SAU,Saudi Arabia,沙特,2016,14.85,8.46,4.85,1.61,0.773,0.29,1.15,0.6391,0.231,0.0351,2.13,2.92,0.465,0.396,6.46,21404.0
SAU,Saudi Arabia,沙特,2017,14.9,8.3,5.17,2.16,0.7753,0.23,0.88,0.6631,0.388,0.0403,2.12,2.91,0.47,0.404,6.47,21983.0
SAU,Saudi Arabia,沙特,2018,14.95,8.73,4.02,1.62,0.7777,0.23,0.8,0.6643,0.031,0.0434,2.11,2.9,0.475,0.412,6.48,22562.0
SAU,Saudi Arabia,沙特,2019,15.0,7.59,4.74,2.08,0.78,0.49,0.9,0.6311,0.419,0.0509,2.1,2.9,0.48,0.42,6.5,23140.0
SAU,Saudi Arabia,沙特,2020,20.05,9.35,5.21,1.96,0.7667,-2.53,-0.96,0.6577,0.322,0.0525,2.09,2.9,0.485,0.428,6.52,22888.0
SAU,Saudi Arabia,沙特,2021,13.1,6.82,4.98,1.48,0.7847,0.25,1.72,0.647,0.516,0.0566,2.08,2.89,0.49,0.436,6.53,24297.0
SAU,Saudi Arabia,沙特,2022,15.15,7.59,4.97,2.13,0.787,0.41,0.85,0.6318,0.491,0.0628,2.07,2.88,0.495,0.444,6.54,24876.0
SAU,Saudi Arabia,沙特,2023,15.2,8.63,4.76,2.66,0.7894,0.34,1.2,0.6518,0.22,0.0523,2.06,2.88,0.5,0.452,6.56,25454.0
TUR,Türkiye,土耳其,2000,19.05,8.75,7.84,2.81,0.5539,0.97,3.42,0.7933,0.667,0.0692,1.95,3.0,0.463,0.398,6.19,4744.0
TUR,Türkiye,土耳其,2001,19.1,9.49,8.04,3.78,0.5569,0.9,3.05,0.7609,0.542,0.0792,1.96,3.0,0.466,0.406,6.17,4970.0
TUR,Türkiye,土耳其,2002,19.15,9.79,7.65,3.15,0.56,1.23,3.43,0.7594,0.363,0.068,1.96,3.0,0.469,0.414,6.15,5196.0
TUR,Türkiye,土耳其,2003,19.2,9.67,7.64,3.7,0.563,1.12,3.11,0.7686,0.255,0.0762,1.97,3.0,0.472,0.422,6.13,5422.0
TUR,Türkiye,土耳其,2004,19.25,9.97,8.05,2.99,0.5661,0.88,3.29,0.7321,0.374,0.0707,1.98,3.0,0.475,0.43,6.11,5648.0
TUR,Türkiye,土耳其,2005,19.3,9.94,7.29,3.83,0.5692,0.94,3.28,0.7513,0.559,0.0771,1.98,3.0,0.478,0.438,6.09,5873.0
TUR,Türkiye,土耳其,2006,19.35,9.36,7.89,2.37,0.5722,0.81,2.62,0.7434,0.371,0.0744,1.98,3.0,0.481,0.446,6.07,6099.0
TUR,Türkiye,土耳其,2007,19.4,10.18,7.55,2.95,0.5753,1.09,3.17,0.756,0.619,0.0772,1.99,3.0,0.484,0.454,6.05,6325.0
TUR,Türkiye,土耳其,2008,19.45,9.8,8.08,1.61,0.5783,1.04,2.87,0.7674,0.51,0.0858,2.0,3.0,0.487,0.462,6.03,6551.0
TUR,Türkiye,土耳其,2009,19.5,9.92,7.1,2.33,0.5814,1.01,3.06,0.7302,0.195,0.0853,2.0,3.0,0.49,0.47,6.01,6777.0
TUR,Türkiye,土耳其,2010,19.55,9.68,8.03,3.41,0.5845,0.74,2.98,0.7495,0.353,0.0864,2.0,3.0,0.493,0.478,5.99,7003.0
TUR,Türkiye,土耳其,2011,19.6,10.33,7.73,3.14,0.5875,0.65,2.99,0.7522,0.433,0.0851,2.01,3.0,0.496,0.486,5.97,7229.0
TUR,Türkiye,土耳其,2012,19.65,9.84,7.14,2.49,0.5906,0.99,2.93,0.6848,0.52,0.0862,2.01,3.0,0.499,0.494,5.95,7455.0
TUR,Türkiye,土耳其,2013,19.7,9.43,6.9,2.5,0.5936,0.82,3.1,0.7278,0.655,0.0841,2.02,3.0,0.502,0.502,5.93,7681.0
TUR,Türkiye,土耳其,2014,19.75,8.94,7.1,2.02,0.5967,0.73,2.9,0.7002,0.37,0.0925,2.02,3.0,0.505,0.51,5.91,7906.0
TUR,Türkiye,土耳其,2015,19.8,8.85,7.09,1.43,0.5998,0.5,3.14,0.7053,0.466,0.0738,2.03,3.0,0.508,0.518,5.89,8132.0
TUR,Türkiye,土耳其,2016,19.85,9.38,7.01,3.42,0.6028,0.51,2.91,0.6917,0.59,0.0764,2.03,3.0,0.511,0.526,5.87,8358.0
TUR,Türkiye,土耳其,2017,19.9,9.53,7.46,3.07,0.6059,0.56,3.21,0.7283,0.71,0.0798,2.04,3.0,0.514,0.534,5.85,8584.0
TUR,Türkiye,土耳其,2018,19.95,9.83,7.15,2.66,0.6089,0.93,3.09,0.6664,0.583,0.0958,2.04,3.0,0.517,0.542,5.83,8810.0
TUR,Türkiye,土耳其,2019,20.0,10.1,7.44,2.83,0.612,0.96,2.97,0.7101,0.825,0.0918,2.05,3.0,0.52,0.55,5.81,9036.0
TUR,Türkiye,土耳其,2020,25.05,13.1,7.16,3.31,0.6028,-2.23,1.16,0.6735,0.609,0.0827,2.05,3.0,0.523,0.558,5.79,8938.0
TUR,Türkiye,土耳其,2021,18.1,9.14,7.51,3.05,0.6181,0.89,3.94,0.6607,0.583,0.1036,2.06,3.0,0.526,0.566,5.77,9488.0
TUR,Türkiye,土耳其,2022,20.15,9.93,7.45,3.67,0.6212,0.77,3.03,0.6595,0.621,0.0771,2.06,3.0,0.529,0.574,5.75,9714.0
TUR,Türkiye,土耳其,2023,20.2,10.37,7.12,2.64,0.6242,1.18,3.02,0.6747,0.717,0.0911,2.07,3.0,0.532,0.582,5.73,9940.0
USA,United States,美国,2000,28.95,15.47,2.19,6.41,0.943,0.75,1.39,0.4106,-0.055,0.1704,1.14,1.31,0.812,0.813,8.29,34258.0
USA,United States,美国,2001,28.9,14.89,2.48,5.9,0.946,0.69,1.18,0.3845,-0.105,0.153,1.14,1.31,0.814,0.816,8.28,35890.0
USA,United States,美国,2002,28.85,14.28,2.31,5.75,0.949,0.5,1.22,0.3895,0.301,0.1636,1.14,1.31,0.816,0.819,8.27,37521.0
USA,United States,美国,2003,28.8,13.9,2.27,6.43,0.952,0.94,1.25,0.425,-0.147,0.1704,1.13,1.31,0.818,0.822,8.26,39152.0
USA,United States,美国,2004,28.75,13.29,1.98,6.38,0.955,0.95,1.34,0.386,-0.079,0.1708,1.12,1.31,0.82,0.825,8.25,40784.0
USA,United States,美国,2005,28.7,14.06,1.87,6.03,0.958,0.81,1.45,0.371,0.051,0.1663,1.12,1.31,0.822,0.828,8.24,42415.0
USA,United States,美国,2006,28.65,13.48,1.96,5.12,0.961,0.63,1.4,0.3858,0.064,0.161,1.12,1.31,0.824,0.831,8.23,44046.0
USA,United States,美国,2007,28.6,14.24,2.52,5.38,0.964,1.03,1.38,0.3801,0.224,0.1672,1.11,1.31,0.826,0.834,8.22,45678.0
USA,United States,美国,2008,28.55,14.26,2.49,5.96,0.967,0.65,1.12,0.3927,-0.015,0.1668,1.1,1.31,0.828,0.837,8.21,47309.0
USA,United States,美国,2009,28.5,14.34,2.84,5.48,0.97,0.65,1.3,0.3437,0.019,0.1659,1.1,1.31,0.83,0.84,8.2,48940.0
USA,United States,美国,2010,28.45,14.16,3.08,6.51,0.973,0.71,1.52,0.3528,0.144,0.1898,1.1,1.31,0.832,0.843,8.19,50572.0
USA,United States,美国,2011,28.4,14.14,2.47,6.34,0.976,0.27,1.03,0.3878,0.19,0.1681,1.09,1.31,0.834,0.846,8.18,52203.0
USA,United States,美国,2012,28.35,14.53,2.32,5.83,0.979,0.68,1.2,0.3451,0.321,0.1758,1.08,1.31,0.836,0.849,8.17,53835.0
USA,United States,美国,2013,28.3,14.98,2.48,5.55,0.982,0.48,1.16,0.3414,0.134,0.1561,1.08,1.31,0.838,0.852,8.16,55466.0
USA,United States,美国,2014,28.25,14.74,3.5,5.88,0.985,0.73,1.26,0.375,0.204,0.1673,1.08,1.31,0.84,0.855,8.15,57097.0
USA,United States,美国,2015,28.2,14.81,1.98,5.84,0.988,0.51,1.69,0.3455,0.255,0.1837,1.07,1.31,0.842,0.858,8.14,58729.0
USA,United States,美国,2016,28.15,13.73,3.05,5.62,0.991,0.42,1.47,0.3743,0.124,0.1792,1.06,1.31,0.844,0.861,8.13,60360.0
USA,United States,美国,2017,28.1,13.09,3.1,7.11,0.994,0.55,0.99,0.4211,-0.014,0.1789,1.06,1.31,0.846,0.864,8.12,61991.0
USA,United States,美国,2018,28.05,14.02,2.46,5.85,0.997,0.69,1.1,0.3575,0.409,0.1919,1.06,1.31,0.848,0.867,8.11,63623.0
USA,United States,美国,2019,28.0,13.87,3.29,5.71,1.0,0.63,1.68,0.3372,0.22,0.197,1.05,1.31,0.85,0.87,8.1,65254.0
USA,United States,美国,2020,32.95,16.89,2.86,5.75,0.9829,-2.33,-0.84,0.3953,0.073,0.1932,1.05,1.31,0.852,0.873,8.09,64544.0
USA,United States,美国,2021,25.9,13.31,2.19,5.38,1.006,0.45,2.43,0.3162,0.177,0.204,1.04,1.31,0.854,0.876,8.08,68517.0
USA,United States,美国,2022,27.85,13.96,2.38,5.81,1.009,0.43,1.29,0.3251,0.1,0.1937,1.04,1.31,0.856,0.879,8.07,70148.0
USA,United States,美国,2023,27.8,14.26,2.68,6.06,1.012,0.85,1.09,0.34,0.355,0.1921,1.03,1.31,0.858,0.882,8.06,71779.0
ZAF,South Africa,南非,2000,18.95,9.0,6.73,4.44,0.5242,-0.38,0.12,0.9015,0.164,0.0673,2.2,2.3,0.512,0.535,6.8,3151.0
ZAF,South Africa,南非,2001,18.9,9.33,6.66,5.11,0.5232,-0.29,0.28,0.9574,0.102,0.0639,2.2,2.3,0.514,0.54,6.79,3301.0
ZAF,South Africa,南非,2002,18.85,10.45,6.57,3.59,0.5222,-0.41,0.4,0.9551,0.043,0.071,2.2,2.3,0.516,0.545,6.78,3451.0
ZAF,South Africa,南非,2003,18.8,9.71,6.68,4.23,0.5212,-0.56,0.24,0.9178,0.036,0.0592,2.2,2.3,0.518,0.55,6.77,3601.0
ZAF,South Africa,南非,2004,18.75,9.32,6.46,4.17,0.5202,-0.1,0.13,0.9519,-0.061,0.06,2.2,2.3,0.52,0.555,6.76,3751.0
ZAF,South Africa,南非,2005,18.7,9.86,6.63,5.09,0.5191,-0.37,0.06,0.9006,0.017,0.0735,2.2,2.3,0.522,0.56,6.75,3901.0
ZAF,South Africa,南非,2006,18.65,10.15,5.92,5.0,0.5181,-0.6,0.48,0.9141,0.12,0.075,2.2,2.3,0.524,0.565,6.74,4051.0
ZAF,South Africa,南非,2007,18.6,8.67,7.33,5.35,0.5171,-0.48,0.27,0.9056,0.064,0.0676,2.2,2.3,0.526,0.57,6.73,4201.0
ZAF,South Africa,南非,2008,18.55,8.63,5.66,4.82,0.5161,-0.19,0.26,0.8875,0.002,0.0879,2.2,2.3,0.528,0.575,6.72,4351.0
ZAF,South Africa,南非,2009,18.5,9.37,6.3,4.03,0.5151,-0.16,0.09,0.8786,0.108,0.0747,2.2,2.3,0.53,0.58,6.71,4501.0
ZAF,South Africa,南非,2010,18.45,9.22,6.34,4.79,0.5141,-0.22,0.19,0.8751,0.115,0.075,2.2,2.3,0.532,0.585,6.7,4651.0
ZAF,South Africa,南非,2011,18.4,8.91,6.68,4.15,0.5131,-0.24,0.18,0.9105,0.184,0.0652,2.2,2.3,0.534,0.59,6.69,4801.0
ZAF,South Africa,南非,2012,18.35,8.96,6.32,4.59,0.5121,-0.26,0.44,0.8479,0.198,0.0723,2.2,2.3,0.536,0.595,6.68,4951.0
ZAF,South Africa,南非,2013,18.3,9.47,7.14,3.97,0.5111,-0.28,0.06,0.8594,0.043,0.0819,2.2,2.3,0.538,0.6,6.67,5101.0
ZAF,South Africa,南非,2014,18.25,8.91,6.75,4.04,0.51,-0.14,0.42,0.8583,0.035,0.0826,2.2,2.3,0.54,0.605,6.66,5251.0
ZAF,South Africa,南非,2015,18.2,9.34,6.76,4.48,0.509,-0.18,-0.2,0.8579,0.302,0.085,2.2,2.3,0.542,0.61,6.65,5401.0
ZAF,South Africa,南非,2016,18.15,9.0,6.64,3.69,0.508,-0.45,0.26,0.8825,0.157,0.0841,2.2,2.3,0.544,0.615,6.64,5551.0
ZAF,South Africa,南非,2017,18.1,8.82,6.26,4.8,0.507,-0.25,0.21,0.8682,0.064,0.0684,2.2,2.3,0.546,0.62,6.63,5701.0
ZAF,South Africa,南非,2018,18.05,9.28,6.0,5.36,0.506,-0.48,0.36,0.8093,0.37,0.0742,2.2,2.3,0.548,0.625,6.62,5851.0
ZAF,South Africa,南非,2019,18.0,8.58,6.25,3.99,0.505,-0.26,0.06,0.8588,0.315,0.077,2.2,2.3,0.55,0.63,6.61,6001.0
ZAF,South Africa,南非,2020,22.95,12.39,6.63,4.29,0.4939,-3.27,-1.55,0.894,0.149,0.0754,2.2,2.3,0.552,0.635,6.6,5936.0
ZAF,South Africa,南非,2021,15.9,8.36,5.78,4.05,0.503,-0.47,1.37,0.8411,0.174,0.0688,2.2,2.3,0.554,0.64,6.59,6301.0
ZAF,South Africa,南非,2022,17.85,8.55,6.79,3.35,0.502,-0.32,-0.14,0.8363,0.271,0.0827,2.2,2.3,0.556,0.645,6.58,6451.0
ZAF,South Africa,南非,2023,17.8,9.58,7.07,4.72,0.501,-0.42,0.52,0.8256,0.23,0.0909,2.2,2.3,0.558,0.65,6.57,6601.0
